FileName,dateTime,version,distName,id,actpmA3intrafreqHO,actpmA5interfreqHO,actpmA5intrafreqHO,actpmB2,actpmRSC,actpmrsrpA3interfreqHO,actpmrsrqA3interfreqHO,cfgrsrpbinsize,cfgrsrpmin,cfgrsrqbinsize,cfgrsrqmin
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-560426/LNBTS-560426/PMRNL-1/PMRPQH-1,187561687,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R3FSM3_2309_100,PLMN-PLMN/MRBTS-520060/LNBTS-520060/PMRNL-1/PMRPQH-1,1121576,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R3FSM3_2309_100,PLMN-PLMN/MRBTS-520018/LNBTS-520018/PMRNL-1/PMRPQH-1,161279270,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-538882/LNBTS-538882/PMRNL-1/PMRPQH-1,175520553,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-538884/LNBTS-538884/PMRNL-1/PMRPQH-1,175523600,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-536619/LNBTS-536619/PMRNL-1/PMRPQH-1,149635932,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-562928/LNBTS-562928/PMRNL-1/PMRPQH-1,124899387,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-705669/LNBTS-705669/PMRNL-1/PMRPQH-1,142703603,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-562650/LNBTS-562650/PMRNL-1/PMRPQH-1,187764313,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-545403/LNBTS-545403/PMRNL-1/PMRPQH-1,175233670,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R3FSM3_2309_100,PLMN-PLMN/MRBTS-520008/LNBTS-520008/PMRNL-1/PMRPQH-1,1637020,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-536617/LNBTS-536617/PMRNL-1/PMRPQH-1,149462023,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-536620/LNBTS-536620/PMRNL-1/PMRPQH-1,148620789,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-563318/LNBTS-563318/PMRNL-1/PMRPQH-1,2048741,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-536539/LNBTS-536539/PMRNL-1/PMRPQH-1,5308082,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-538895/LNBTS-538895/PMRNL-1/PMRPQH-1,181275256,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R3FSM3_2309_100,PLMN-PLMN/MRBTS-520027/LNBTS-520027/PMRNL-1/PMRPQH-1,183137344,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-538894/LNBTS-538894/PMRNL-1/PMRPQH-1,181274705,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-538888/LNBTS-538888/PMRNL-1/PMRPQH-1,179741478,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-530066/LNBTS-530066/PMRNL-1/PMRPQH-1,5166810,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R3FSM3_2309_100,PLMN-PLMN/MRBTS-520061/LNBTS-520061/PMRNL-1/PMRPQH-1,1083627,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R3FSM3_2309_100,PLMN-PLMN/MRBTS-520030/LNBTS-520030/PMRNL-1/PMRPQH-1,1211984,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-892539/LNBTS-892539/PMRNL-1/PMRPQH-1,121632728,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-532725/LNBTS-532725/PMRNL-1/PMRPQH-1,5327229,true,false,false,true,true,false,false,1,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R1FSM3_2222_100,PLMN-PLMN/MRBTS-538891/LNBTS-538891/PMRNL-1/PMRPQH-1,179579176,true,false,false,true,true,false,false,3,-140,1.5,-19.5
dump 92.xml,2026-06-22T16:29:21.000+07:00,xL23R3FSM3_2309_100,PLMN-PLMN/MRBTS-520057/LNBTS-520057/PMRNL-1/PMRPQH-1,1118948,true,false,false,true,true,false,false,3,-140,1.5,-19.5
